ID,radiant_win,duration,lobby_type,game_mode,avg_rank_tier,num_rank_tier,radiant_teammate_0,radiant_teammate_1,radiant_teammate_2,radiant_teammate_3,radiant_teammate_4,dire_teammate_0,dire_teammate_1,dire_teammate_2,dire_teammate_3,dire_teammate_4
7914334711,True,1002,7,22,53,4,13,83,86,42,102,121,62,99,9,74
7914333915,True,1303,0,4,23,2,76,56,14,22,64,93,8,49,106,29
7914333814,True,1267,7,22,34,3,121,21,62,4,104,99,11,14,20,1
7914333507,False,1151,7,22,41,5,63,53,96,40,22,20,29,88,9,8
7914332313,True,1278,0,22,52,4,21,45,14,42,80,51,31,63,97,32
7914332114,True,1556,7,22,52,5,7,114,16,14,47,120,42,131,57,86
7914332102,False,1599,0,4,54,3,88,93,7,129,123,40,33,104,54,57
7914331907,True,1425,7,22,41,2,96,93,27,47,84,26,35,63,73,99
7914331608,True,552,0,22,61,8,48,86,136,37,60,131,36,85,50,29
7914331309,False,1482,0,22,52,6,131,26,104,101,44,35,27,9,15,62
7914331219,True,1513,0,22,31,2,56,102,17,81,131,39,40,71,6,64
7914331204,True,1673,7,22,74,4,27,131,2,63,99,54,100,18,52,106
7914331110,True,1393,7,22,51,5,105,92,32,30,11,14,26,50,54,47
7914330714,True,1547,7,22,41,3,47,84,123,94,2,9,85,19,114,21
7914330704,True,1397,7,22,25,3,35,86,31,74,37,44,71,8,131,81
7914330316,True,1558,7,22,71,2,102,11,30,108,20,22,123,87,44,129
7914330306,False,1496,7,22,64,2,48,30,69,5,87,90,102,14,70,35
7914330108,True,1572,7,22,41,3,104,70,23,131,86,35,81,94,7,33
7914329917,True,1532,7,22,62,3,101,46,80,131,38,123,26,25,60,93
7914329807,True,1827,0,22,33,4,4,131,11,110,17,84,44,26,39,19
7914329801,True,1561,7,22,63,4,45,9,136,53,52,63,100,11,131,40
7914329717,True,1771,7,22,54,5,76,131,96,26,6,64,36,8,114,104
7914329716,False,1755,7,22,51,4,74,105,44,131,98,14,99,53,13,121
7914329706,True,1651,7,22,61,4,70,88,104,91,39,105,84,15,93,7
7914329515,False,1505,7,22,53,3,131,93,17,104,69,15,67,2,100,37
7914329513,True,1734,7,22,21,3,47,6,59,14,49,46,101,86,10,16
