ID,radiant_win,duration,lobby_type,game_mode,avg_rank_tier,num_rank_tier,radiant_teammate_0,radiant_teammate_1,radiant_teammate_2,radiant_teammate_3,radiant_teammate_4,dire_teammate_0,dire_teammate_1,dire_teammate_2,dire_teammate_3,dire_teammate_4
7914463712,False,1529,7,22,73,4,64,52,41,74,19,98,95,86,131,79
7914463501,True,1587,0,4,44,2,28,48,101,40,64,96,16,67,7,62
7914463409,True,1536,7,22,42,3,50,21,30,93,58,7,13,49,37,95
7914463403,False,1471,0,4,24,4,95,59,70,108,100,58,48,21,56,41
7914463007,True,1554,7,22,63,7,36,21,14,86,8,17,81,49,131,68
7914462712,False,1478,0,22,31,4,114,137,20,44,37,110,2,30,19,17
7914462617,False,1513,7,22,61,3,63,102,13,26,129,131,104,42,37,53
7914462214,True,1585,7,22,51,5,27,64,7,114,10,86,44,17,131,50
7914462113,False,1561,7,22,55,3,97,18,42,37,106,21,99,131,5,109
7914462009,True,1382,7,22,73,9,33,59,57,3,53,73,131,75,135,14
7914461913,True,1435,7,22,51,5,84,86,44,14,11,16,129,121,31,6
7914461908,True,1607,7,22,45,4,64,109,99,50,17,25,136,14,27,35
7914461802,True,1723,7,22,34,2,5,30,42,8,35,19,104,84,131,54
7914461800,True,1613,7,22,62,7,101,77,61,10,111,60,131,84,21,51
7914461618,False,1619,7,22,41,2,8,121,11,5,2,100,39,131,63,74
7914461613,True,1566,7,22,52,2,47,7,85,8,111,28,81,31,93,19
7914461513,True,1755,7,22,61,3,89,105,80,7,98,131,11,19,41,34
7914461413,False,1673,7,22,62,2,121,126,15,81,5,42,129,71,17,79
7914460307,False,1808,7,22,61,5,7,44,27,56,96,57,19,104,71,6
7914460218,False,1764,7,22,51,2,10,7,68,81,136,25,101,71,42,96
7914460201,False,1685,7,22,61,8,62,53,105,23,54,106,28,34,123,44
7914459914,True,1773,7,22,31,5,76,64,85,27,48,1,29,9,5,7
7914459912,False,1582,7,22,81,7,39,96,131,128,18,25,111,34,2,80
7914459819,True,1850,7,22,54,2,62,53,36,11,20,88,10,33,22,7
7914459818,True,1727,7,22,54,2,14,129,73,100,17,131,126,42,20,135
7914459716,True,1739,7,22,52,4,63,18,25,112,97,93,73,26,43,84
7914459709,True,1678,7,22,42,2,44,87,71,14,15,86,41,2,101,74
7914459611,True,1669,7,22,52,5,49,14,110,15,74,25,64,50,2,75
7914459500,True,1880,7,22,31,3,44,69,87,36,108,131,23,111,41,30
7914459312,True,1667,7,22,52,3,42,131,82,84,44,35,48,83,71,104
7914459208,True,1861,7,22,54,3,44,131,26,126,135,96,101,47,74,86
7914459114,True,2008,7,22,23,2,68,5,42,104,114,75,76,44,2,53
7914459112,False,1822,7,22,35,2,50,94,53,1,119,27,104,131,93,42
7914459014,False,1991,7,22,43,5,14,123,70,105,11,98,102,17,48,59
7914459008,False,1891,7,22,43,3,28,72,44,98,126,34,20,11,114,129
7914458618,False,1998,7,22,43,3,11,44,20,16,105,54,104,63,86,21
7914458609,True,1945,7,22,65,3,54,131,16,138,14,36,2,101,51,95
7914458604,True,1708,7,22,62,4,104,123,81,42,14,20,53,131,33,9
7914458602,True,1837,7,22,34,4,48,131,14,50,9,28,6,88,5,17
7914458513,False,1984,7,3,71,6,40,63,110,114,49,86,37,94,2,13
7914458411,True,1936,7,22,42,3,123,59,113,26,42,37,89,90,30,126
7914458315,True,1765,7,22,24,4,131,63,5,16,28,77,26,102,12,98
7914458314,False,1730,7,22,75,2,27,104,42,33,71,20,1,51,62,21
7914458311,False,1860,0,22,25,4,104,87,14,27,70,53,37,60,44,112
7914458216,True,2080,7,22,33,4,21,80,68,34,137,19,102,113,7,44
7914458203,False,1971,7,22,41,4,19,106,99,9,86,30,27,35,36,54
7914458106,True,2105,7,22,42,6,18,2,6,101,64,123,36,98,49,30
7914458019,True,2047,7,22,53,5,25,2,42,131,58,49,31,43,68,77
7914458015,False,1849,7,22,21,3,2,105,15,53,8,44,14,49,111,36
7914457904,False,2054,7,22,53,3,108,50,22,15,9,107,25,39,37,7
7914457903,True,1925,7,22,35,2,75,14,113,81,121,30,31,40,35,8
7914457815,True,2034,7,22,52,4,35,90,14,41,30,68,112,72,108,86
