ID,radiant_win,duration,lobby_type,game_mode,avg_rank_tier,num_rank_tier,radiant_teammate_0,radiant_teammate_1,radiant_teammate_2,radiant_teammate_3,radiant_teammate_4,dire_teammate_0,dire_teammate_1,dire_teammate_2,dire_teammate_3,dire_teammate_4
7914688711,False,530,7,22,24,4,131,137,53,136,91,39,9,49,71,93
7914685317,True,1215,7,22,52,3,14,84,11,38,25,114,6,2,131,102
7914684606,False,1079,7,22,52,3,71,57,96,53,25,51,41,35,76,2
7914681019,False,1442,7,22,54,5,14,98,102,41,111,81,83,56,70,7
7914678908,True,1550,7,22,52,3,53,76,7,84,131,35,18,98,107,74
7914678717,True,1499,7,3,52,8,62,30,72,70,43,129,120,37,57,48
7914678604,True,1508,7,22,43,5,101,6,5,98,99,50,23,93,2,104
7914678211,False,1590,7,22,53,4,120,53,108,49,73,94,20,14,84,62
7914678014,False,1356,7,22,81,4,74,53,57,44,9,13,62,75,69,56
7914677802,True,1508,0,22,72,6,83,13,29,114,18,58,84,10,131,21
7914677217,False,1595,7,22,55,10,93,11,35,84,73,25,1,97,136,123
7914677017,True,1412,7,22,81,6,69,34,13,5,25,131,104,106,9,84
7914676910,True,1585,7,22,43,5,7,131,113,48,57,88,84,14,19,42
7914676803,True,1375,7,22,42,5,32,61,37,99,131,59,120,50,70,121
7914676602,False,1680,0,4,32,3,48,129,90,106,84,75,18,64,14,93
7914676516,False,1429,7,22,41,2,44,75,99,76,30,14,86,25,104,106
7914676209,True,1533,7,22,63,7,92,81,114,87,61,69,123,86,83,18
7914676204,True,1515,7,22,32,2,6,64,11,98,53,17,29,55,44,8
7914676118,True,1418,7,22,81,4,131,126,56,79,16,25,108,82,19,57
7914676101,True,1522,7,22,54,6,64,92,14,93,17,9,57,104,102,25
7914676018,True,1478,0,22,51,2,25,100,29,107,131,39,42,17,26,114
7914675701,True,1608,7,22,52,3,20,9,23,52,11,75,123,22,129,94
7914675605,True,1657,7,22,44,5,2,59,22,93,37,49,56,104,44,131
7914675602,True,1652,7,22,34,3,84,57,68,114,25,88,41,62,71,19
7914675406,True,1537,7,22,51,6,70,35,131,42,37,63,84,98,26,46
7914675217,False,1704,7,22,44,5,83,86,49,73,76,137,91,11,26,57
7914675208,False,1623,7,22,44,3,121,68,95,98,15,74,6,71,7,131
7914674912,True,1470,7,22,31,4,85,68,93,39,123,70,22,89,35,77
7914674601,True,1486,7,22,63,6,105,123,7,93,69,113,99,104,9,20
7914674314,True,1632,7,22,65,6,77,2,44,131,119,16,64,114,69,123
7914674312,False,1540,0,22,34,5,30,39,10,2,35,104,31,19,114,45
7914674309,False,1761,7,22,22,2,25,23,53,39,79,50,104,11,14,93
7914674103,True,1700,7,22,72,6,16,93,31,102,36,26,49,71,21,32
7914673905,True,1542,7,22,64,5,131,37,88,93,25,51,99,8,43,119
7914673805,False,1579,7,22,64,4,26,84,81,70,66,98,89,63,41,30
7914673601,False,1716,7,22,25,3,30,28,65,114,44,94,104,121,50,7
7914673600,True,1739,7,22,34,2,131,25,41,18,49,71,28,44,48,37
7914673505,True,1491,0,4,23,2,14,26,45,3,104,54,73,15,62,11
7914673306,False,1669,7,22,13,4,6,20,48,64,42,110,35,41,40,14
7914673213,True,1614,7,22,52,6,25,44,30,14,74,11,2,37,131,63
7914673105,False,1591,7,22,31,3,62,44,27,47,9,53,12,105,26,28
7914673006,False,1801,7,22,52,4,136,131,6,49,21,7,44,34,84,61
7914672618,True,1583,7,22,73,8,8,13,131,104,57,74,67,39,97,79
7914672600,False,1540,7,22,51,4,1,37,71,22,74,8,2,15,39,7
7914672200,True,1713,0,22,51,3,35,9,96,27,81,48,76,50,120,14
7914672104,True,1734,7,22,71,6,88,22,8,20,87,5,25,2,131,13
7914671904,True,1549,7,22,34,5,42,44,52,74,20,5,108,7,84,54
7914671715,False,1717,7,22,62,6,16,131,17,114,20,36,34,128,2,1
7914671612,True,1806,7,22,63,6,96,77,85,11,131,14,8,97,35,27
7914671609,False,1683,7,22,42,6,120,136,14,78,108,34,42,113,131,21
7914671500,True,1850,7,22,64,7,14,16,102,25,13,84,9,119,8,131
7914671409,True,1819,7,22,52,7,21,64,70,96,86,84,53,11,123,29
7914671403,False,1759,7,22,33,7,9,131,42,61,85,21,123,49,26,7
7914670916,True,1734,7,22,41,6,19,37,71,36,35,41,68,123,69,21
7914670812,True,1756,7,22,81,7,95,106,73,131,101,49,19,59,5,119
7914670704,True,1517,7,22,72,4,45,19,101,10,7,30,106,62,48,120
7914670611,False,1765,7,22,54,3,94,131,111,60,64,62,8,10,25,5
7914670516,False,1931,7,22,73,6,14,129,111,21,39,2,48,57,126,110
7914670302,False,1948,7,22,81,4,30,84,39,112,98,33,94,83,106,104
7914670119,True,1973,7,22,25,2,7,38,131,64,119,105,28,44,57,50
7914670113,False,1625,7,22,62,3,70,13,131,7,42,56,97,106,108,91
7914670111,True,1969,7,22,75,4,11,18,63,129,35,10,61,21,27,131
7914669616,False,1961,7,22,42,5,19,6,17,131,9,4,26,94,20,86
7914669600,False,1866,0,22,13,3,1,113,15,37,64,67,13,59,101,95
7914669519,False,1752,7,22,33,2,40,119,41,81,13,96,39,50,8,71
7914669403,True,1970,7,22,21,2,5,137,35,10,80,39,76,97,41,88
7914669218,True,1782,7,22,44,6,25,22,54,84,131,108,32,94,85,86
7914669210,True,1577,7,22,71,6,110,39,86,14,35,8,64,17,19,22
7914669116,True,2017,7,22,43,5,64,76,18,55,26,123,1,96,52,106
7914669010,False,1985,7,22,52,4,8,26,2,51,131,42,123,71,44,25
7914668818,False,1846,7,22,81,5,84,37,50,2,8,102,92,110,39,48
7914668616,False,1763,7,22,71,5,93,110,27,2,25,23,48,4,102,30
7914668603,True,1717,7,22,51,5,108,105,93,52,131,37,11,84,59,123
7914668517,False,2071,7,22,43,5,25,73,61,102,100,106,2,26,42,110
7914668219,True,1783,7,22,35,2,64,106,2,27,109,67,84,131,39,78
7914668118,True,1910,7,22,42,4,40,50,54,136,56,14,60,93,76,27
7914668015,False,1930,7,22,64,8,2,22,88,131,94,11,104,112,57,8
7914667905,False,1955,7,22,61,4,73,98,93,50,131,83,70,21,34,137
7914697813,True,642,7,22,23,3,70,85,91,86,81,2,30,75,19,35
7914694710,True,613,7,22,44,4,91,86,11,14,44,9,54,88,40,53
7914691200,True,1148,7,22,81,4,88,5,11,14,106,49,71,64,104,70
7914687213,False,1127,7,22,43,5,14,44,86,104,131,101,79,114,108,25
7914685502,True,1282,7,22,51,5,74,14,84,114,136,30,11,107,68,2
7914684809,True,1505,7,22,34,5,18,20,43,83,16,27,36,2,35,94
7914684409,True,1579,7,22,23,3,131,1,102,7,26,42,11,75,93,5
7914684300,True,1359,7,22,44,3,108,26,75,63,59,28,47,9,39,51
7914683901,True,1645,7,22,63,5,13,48,39,108,64,44,126,7,123,16
7914683813,True,1685,0,4,34,4,89,62,73,36,95,56,20,15,42,107
7914682907,True,1415,7,22,43,7,2,30,123,59,63,104,17,88,131,21
7914682718,True,1276,7,22,74,4,23,20,17,114,86,44,84,71,80,11
7914682302,True,1538,7,22,34,3,39,113,72,131,137,97,44,11,84,114
7914682207,False,1744,7,22,23,2,1,131,74,54,67,53,84,2,95,19
7914682103,False,1596,7,22,81,6,41,31,74,9,73,102,52,20,97,63
7914682015,False,1576,7,22,31,3,71,39,123,6,51,12,106,26,40,137
7914682003,False,1634,7,22,44,5,59,8,99,58,83,106,131,104,37,25
7914681706,True,1682,7,22,75,5,17,131,26,15,96,30,56,55,71,44
7914681412,True,1598,7,22,53,5,101,63,61,69,53,7,68,131,25,73
7914681404,True,1632,7,22,53,2,86,119,21,106,113,114,18,28,5,84
7914681401,True,1711,7,22,71,3,25,108,20,73,62,101,8,2,63,131
7914681300,True,1691,7,22,33,3,9,39,48,105,104,14,10,71,73,74
7914681204,True,1489,7,22,63,5,114,111,49,9,80,26,70,71,30,22
7914680909,True,1596,7,22,81,5,107,131,44,15,14,21,51,36,86,6
