ID,radiant_win,duration,lobby_type,game_mode,avg_rank_tier,num_rank_tier,radiant_teammate_0,radiant_teammate_1,radiant_teammate_2,radiant_teammate_3,radiant_teammate_4,dire_teammate_0,dire_teammate_1,dire_teammate_2,dire_teammate_3,dire_teammate_4
7915872517,False,1002,7,22,41,7,23,93,14,88,7,81,74,26,70,62
7915869707,True,1360,7,22,45,7,112,42,71,113,50,13,10,78,121,131
7915868817,False,1295,7,22,52,7,14,13,104,40,36,88,91,138,49,131
7915868410,True,1243,7,22,44,5,72,61,121,8,14,74,64,92,50,10
7915868301,True,1188,7,22,55,2,104,51,49,110,70,76,74,129,136,75
7915867706,False,1613,7,22,54,6,114,21,100,36,70,57,131,1,81,86
7915867616,False,1636,7,22,54,4,44,68,97,40,131,99,100,102,53,70
7915867507,False,1473,7,22,51,5,65,42,26,39,1,104,53,35,86,11
7915866515,True,1759,0,4,33,4,53,63,100,95,93,8,1,85,41,75
7915865617,True,1596,7,22,64,6,88,86,21,44,120,137,84,25,73,131
7915865516,True,1713,7,22,34,2,14,60,49,64,135,41,131,102,105,76
7915865500,False,1645,7,22,61,5,96,23,64,41,75,106,131,136,110,73
7915865300,True,1801,7,22,51,2,71,30,2,11,44,73,40,100,70,26
7915865213,True,1406,7,22,51,4,87,30,60,63,45,54,27,29,13,20
7915865200,False,1640,7,22,72,2,18,30,25,86,129,135,23,49,123,74
7915865019,True,1587,7,22,43,4,84,51,49,11,33,109,30,101,102,6
7915864807,False,1861,7,22,44,3,71,6,30,99,14,101,84,98,41,86
7915864707,True,1764,7,22,32,4,96,75,35,42,36,28,84,95,68,74
7915864616,True,1754,7,22,54,4,62,9,19,5,33,30,76,8,84,14
7915864615,False,1652,7,22,41,2,71,98,2,49,70,42,54,63,50,39
7915864509,False,1966,7,22,42,3,14,28,67,62,10,55,77,5,70,35
7915864406,True,1718,7,22,45,4,36,29,71,123,25,98,11,54,72,53
7915864213,False,1904,7,22,51,4,131,41,39,37,2,47,88,30,8,7
7915864210,True,1917,7,22,33,2,35,5,101,29,64,129,97,11,75,7
7915864117,True,1716,7,22,22,3,72,32,99,50,35,4,88,131,8,46
7915864116,True,1693,7,22,31,3,104,82,27,48,87,101,42,4,30,74
7915864004,True,1930,7,22,75,6,123,137,131,4,10,30,63,73,44,13
7915863909,False,1891,7,22,42,3,68,114,126,55,44,5,131,63,2,19
7915863815,True,1984,7,22,52,3,71,108,6,131,25,46,84,47,27,98
7915863803,True,1951,7,22,71,5,131,93,9,19,96,103,5,114,21,137
7915863706,True,1887,0,22,34,2,136,9,138,58,84,98,114,71,5,56
7915863514,True,1955,7,22,74,8,37,41,47,85,43,52,60,31,97,14
7915863416,False,1847,7,22,52,4,40,49,41,30,59,104,21,120,131,98
7915863400,True,1773,7,22,74,7,79,42,86,13,70,131,51,43,20,6
7915863318,False,1989,7,22,53,5,92,75,49,35,97,64,11,12,69,14
7915863316,False,1743,7,22,52,4,26,86,98,10,63,11,104,74,51,110
7915863310,False,2005,7,22,13,2,28,27,15,17,138,75,108,95,71,2
7915863219,True,1940,7,22,45,3,54,105,22,21,26,131,6,84,43,49
7915863208,False,1919,7,22,35,3,131,8,105,114,40,123,16,27,39,70
7915863107,False,1735,7,22,23,5,109,106,46,101,50,11,1,102,64,2
7915863103,True,1813,7,22,64,2,54,44,93,30,53,47,11,107,42,69
7915863010,False,1997,7,22,31,5,75,59,102,93,9,131,46,80,19,7
7915862814,True,2042,7,22,74,4,20,57,131,39,93,10,17,16,101,31
7915862610,True,2044,7,22,81,7,103,131,9,61,4,12,93,21,17,121
7915862513,False,1990,7,22,44,7,82,61,74,95,123,84,103,57,67,114
7915862512,True,1853,7,22,33,4,14,44,7,101,59,39,113,2,64,6
7915862509,True,1980,7,22,31,4,57,48,74,50,129,26,101,98,6,7
7915862407,True,1902,7,22,31,4,63,81,44,25,106,104,36,131,88,22
7915862406,False,1969,7,22,43,2,20,72,36,18,48,42,119,33,102,96
7915862213,False,2101,7,22,44,8,13,28,131,18,12,85,11,86,42,40
7915862202,True,1976,7,22,53,2,107,30,67,131,16,44,102,47,13,53
7915862104,True,2133,7,22,34,2,28,98,86,44,93,2,59,40,74,42
7915862009,False,1931,7,22,62,3,40,79,38,73,13,57,84,131,70,10
7915862004,True,1961,7,22,51,7,35,18,131,108,123,2,84,36,79,44
7915861904,False,1931,7,22,35,3,5,88,28,26,54,93,43,112,131,99
7915861818,False,1854,7,22,51,3,87,88,135,93,74,64,8,26,39,104
7915861801,True,1905,0,4,23,3,129,4,44,47,25,94,26,76,16,108
7915861800,True,2137,7,22,23,3,17,86,131,49,73,33,40,109,22,104
7915861616,False,1946,7,22,43,2,84,14,114,73,35,30,138,136,6,27
7915861611,True,2155,7,22,75,4,114,36,131,17,64,40,9,14,47,71
7915861603,True,2056,7,22,54,4,31,69,56,45,11,26,108,131,93,35
7915861514,False,2191,7,22,41,3,36,16,14,5,109,98,35,43,131,30
7915861512,True,1971,7,22,54,6,15,8,131,102,64,35,57,27,61,86
7915861509,True,2051,7,22,32,2,70,30,42,87,6,102,1,27,81,35
7915861506,False,2148,7,22,63,4,34,95,16,7,106,64,54,13,97,14
7915861412,True,2006,7,22,24,2,77,7,104,87,28,63,81,50,6,26
7915861402,False,2008,7,22,45,8,37,42,11,44,86,8,53,64,7,108
7915861311,True,2033,7,22,41,6,53,123,121,2,41,98,8,14,36,25
7915861310,True,1850,7,22,73,5,129,88,19,51,9,63,23,93,106,84
7915861204,True,1957,7,22,71,6,87,43,7,131,36,106,16,129,45,67
7915861200,False,1977,7,22,54,5,104,131,1,35,26,50,27,96,13,44
7915861117,True,2180,7,22,51,5,108,123,67,126,68,112,99,37,63,9
7915861018,False,2030,7,22,22,3,84,98,121,50,76,85,44,137,57,46
7915861015,True,2075,7,22,51,7,68,98,21,71,17,67,2,53,13,40
7915861005,False,1909,7,22,43,6,71,53,86,1,7,50,128,73,90,42
7915861003,True,1937,7,22,21,2,2,47,36,6,5,53,114,13,4,102
7915860919,True,2220,7,22,33,5,53,86,95,7,64,31,74,1,28,113
7915875319,True,985,7,22,61,5,6,136,138,26,102,21,114,36,75,83
7915873919,False,1290,7,22,34,3,136,106,1,84,31,37,14,10,77,131
7915873905,False,728,7,22,72,10,106,2,123,1,86,44,39,35,14,60
7915873206,True,1385,0,22,42,2,69,131,50,62,6,75,4,78,94,71
7915872203,True,1354,0,4,61,2,138,35,93,27,49,11,112,29,36,8
7915872100,False,1190,7,22,72,4,129,2,106,26,8,27,46,81,93,50
7915872002,True,1511,7,22,41,3,44,5,40,36,85,35,12,99,131,26
7915871715,True,1324,7,22,51,3,75,26,69,14,11,31,9,29,93,19
7915871700,True,1248,7,22,81,5,13,136,92,20,48,37,69,14,77,62
7915870118,False,1439,7,22,24,3,17,59,123,100,1,35,25,98,53,33
7915870107,False,1669,7,22,42,3,64,74,136,131,18,73,44,26,86,135
7915870105,True,1733,7,22,15,5,63,18,64,9,41,19,131,129,73,62
7915870001,False,1589,7,22,54,5,86,21,83,9,36,22,84,44,14,39
7915869413,False,1614,7,22,53,5,63,105,25,98,84,9,35,18,62,136
7915868719,False,1610,7,22,55,5,2,14,74,54,39,104,70,102,87,114
