ID,radiant_win,duration,lobby_type,game_mode,avg_rank_tier,num_rank_tier,radiant_teammate_0,radiant_teammate_1,radiant_teammate_2,radiant_teammate_3,radiant_teammate_4,dire_teammate_0,dire_teammate_1,dire_teammate_2,dire_teammate_3,dire_teammate_4
7914304819,True,1220,7,22,81,5,25,23,83,131,11,92,136,60,70,22
7914303416,False,1545,7,22,65,2,10,28,110,128,26,93,131,69,35,91
7914303415,True,1448,0,4,33,2,55,104,28,50,85,43,25,29,71,136
7914303000,False,1143,7,22,81,4,25,20,119,84,44,78,1,43,64,14
7914302612,False,1564,7,22,75,7,20,8,11,110,36,129,126,86,25,57
7914302600,True,1531,7,22,24,2,42,8,25,32,88,75,29,48,86,15
7914302403,False,1548,7,22,74,3,41,106,8,131,7,93,84,30,123,104
7914302016,False,1651,7,22,33,3,69,87,9,131,79,100,61,121,1,137
7914301916,True,1392,7,22,44,3,11,131,88,57,74,112,8,97,6,43
7914301802,False,1761,7,22,44,8,36,71,106,11,121,42,26,14,21,9
7914301801,True,1617,7,22,54,3,81,26,95,131,105,93,102,136,14,86
7914301519,True,1681,7,22,33,5,25,88,49,2,108,114,48,13,14,95
7914301316,True,1532,7,22,61,2,86,16,64,7,19,8,69,71,40,131
7914301200,True,1863,7,22,81,2,70,75,34,23,53,108,1,88,131,40
7914301117,False,1726,7,22,73,5,84,123,37,106,72,93,75,107,73,26
7914300905,False,1698,7,22,81,8,5,36,25,35,120,53,34,49,19,100
7914300513,True,1531,7,22,81,3,44,136,71,14,86,43,81,102,15,53
7914300218,False,1695,7,22,44,5,131,44,80,14,96,104,41,84,51,39
7914300216,False,1708,7,22,62,4,74,8,68,69,121,105,81,126,131,42
7914300116,True,1945,7,22,55,5,106,7,8,131,26,35,48,25,14,52
7914300105,True,1857,7,22,23,2,131,69,32,113,21,88,104,42,62,44
7914300100,True,1941,0,22,14,2,59,29,16,86,110,104,44,74,113,19
7914300002,True,1883,7,22,81,5,114,102,98,47,9,16,72,34,84,39
7914299818,False,1630,7,22,42,3,29,44,53,68,25,85,131,42,9,5
7914299808,True,1682,7,22,61,7,10,128,104,25,123,131,55,64,37,1
7914299505,True,1864,7,22,41,7,21,34,75,6,7,93,98,50,11,64
7914299318,True,1944,7,22,34,4,20,13,109,99,30,16,67,71,14,25
7914299309,True,1951,7,22,51,6,81,101,28,49,47,111,63,68,103,106
7914299218,False,1766,7,22,33,7,113,136,126,50,60,39,112,70,2,79
7914299210,False,1938,7,22,43,5,11,63,131,43,30,97,14,1,9,98
7914299114,False,2010,7,22,34,5,84,99,73,75,128,93,131,7,68,28
7914299008,True,1956,7,22,53,4,21,7,62,109,30,102,17,95,73,74
7914298915,False,1989,7,22,41,2,73,74,36,7,86,41,128,2,51,46
7914298809,False,1907,0,22,41,2,41,75,35,26,32,53,123,27,33,1
7914298619,True,1829,7,22,41,3,78,104,80,86,14,11,107,84,26,29
7914298612,False,1964,7,22,64,7,21,30,51,52,88,31,96,46,17,14
7914298611,False,1997,7,22,44,6,36,131,2,90,70,7,16,20,94,64
7914298610,False,1938,7,22,51,4,14,5,19,131,43,36,128,84,108,8
7914298609,False,1769,7,22,31,2,44,50,94,14,60,8,64,13,102,37
7914298600,False,1978,0,22,31,2,32,74,9,126,34,30,75,114,42,119
7914298511,False,1936,7,22,61,5,112,44,135,17,110,54,57,71,136,25
7914298507,False,1905,7,22,34,3,8,104,36,113,80,92,39,37,84,93
7914298415,True,1947,0,22,73,2,15,129,41,1,34,136,25,75,95,14
7914298402,True,2116,7,22,44,5,29,105,10,52,7,8,28,39,102,21
7914298400,True,1845,7,22,41,6,5,22,108,25,14,35,93,31,114,29
7914298215,True,1858,7,22,34,6,53,2,30,42,91,131,16,128,41,21
7914298114,False,1982,7,22,43,7,73,83,53,17,123,108,40,64,6,98
7914298107,False,1941,0,22,41,5,95,14,74,87,25,31,8,9,60,131
7914298105,True,2080,0,22,33,5,131,94,16,32,100,76,45,71,14,6
7914298018,False,1760,7,22,41,5,53,44,14,28,59,11,98,25,26,105
7914298000,True,2011,7,22,31,6,131,11,25,35,2,50,45,69,39,44
7914297910,False,1769,7,22,34,4,46,30,69,114,41,27,64,84,11,93
7914297719,True,1818,7,22,51,7,16,30,35,26,64,42,76,9,111,28
7914297602,True,2147,7,22,61,6,16,31,107,95,14,69,10,35,5,131
7914297600,False,1873,7,22,62,7,21,64,19,57,11,96,47,18,131,34
