ID,radiant_win,duration,lobby_type,game_mode,avg_rank_tier,num_rank_tier,radiant_teammate_0,radiant_teammate_1,radiant_teammate_2,radiant_teammate_3,radiant_teammate_4,dire_teammate_0,dire_teammate_1,dire_teammate_2,dire_teammate_3,dire_teammate_4
7914543911,True,686,7,3,14,3,32,86,60,126,85,20,26,36,72,8
7914541216,True,374,0,4,53,8,70,59,128,43,21,41,104,17,101,40
7914536519,True,1232,7,22,52,6,15,84,98,131,17,75,36,104,8,64
7914536417,True,1337,7,22,54,6,123,2,53,14,93,36,74,69,67,79
7914535604,False,1129,7,22,65,7,49,131,39,6,40,88,21,2,68,44
7914534107,True,1459,7,22,64,3,102,107,52,63,20,39,126,97,55,1
7914534018,False,1481,7,22,74,4,9,22,86,128,19,126,2,1,87,110
7914534009,True,1389,7,22,23,3,84,44,123,13,42,8,28,65,59,26
7914533912,True,1560,7,22,32,3,96,131,13,86,46,35,88,102,18,135
7914533815,True,1507,7,22,44,6,93,2,84,131,35,112,59,83,10,62
7914533718,False,1309,7,22,81,4,71,43,98,131,72,28,23,10,37,21
7914533106,True,1370,7,22,51,5,60,106,46,30,89,128,76,86,98,25
7914533002,True,1585,7,22,81,5,7,109,92,83,131,97,86,46,88,47
7914532519,False,1545,7,22,64,3,88,107,109,96,131,72,37,86,129,75
7914532315,False,1737,7,22,31,3,37,9,94,120,42,2,8,75,106,57
7914532114,False,1588,7,22,51,3,52,74,1,131,96,48,38,25,64,22
7914532104,True,1687,7,22,72,5,80,93,131,50,16,64,20,86,42,84
7914531814,False,1493,7,22,71,7,1,31,26,14,30,11,96,25,75,86
7914531706,False,1788,7,22,24,3,14,131,75,48,104,94,51,110,2,56
7914531317,False,1585,7,22,22,5,15,131,81,39,88,8,40,59,87,136
7914531212,True,1640,7,22,43,4,27,56,44,14,96,54,131,87,1,121
7914530803,True,1820,7,22,81,5,79,70,25,121,137,107,131,14,111,108
7914530502,True,1853,7,22,13,3,9,40,31,42,105,85,62,32,3,1
7914530409,True,1854,7,3,62,5,25,12,60,27,30,42,49,38,31,62
7914529917,False,1830,7,22,41,3,53,20,60,42,126,17,70,87,62,75
7914529905,False,1779,7,22,61,7,26,74,38,131,73,107,42,20,50,54
7914529801,False,1758,7,22,41,6,7,131,112,104,10,8,2,35,40,91
7914529709,True,1770,7,22,31,2,9,11,50,1,137,131,57,71,93,113
7914529708,False,1890,7,22,31,5,68,97,6,53,4,65,49,131,15,27
7914529618,True,1766,7,22,55,4,131,74,97,75,85,44,27,14,113,98
7914529615,True,1936,7,22,71,5,121,42,128,25,31,32,68,131,22,96
