ID,radiant_win,duration,lobby_type,game_mode,avg_rank_tier,num_rank_tier,radiant_teammate_0,radiant_teammate_1,radiant_teammate_2,radiant_teammate_3,radiant_teammate_4,dire_teammate_0,dire_teammate_1,dire_teammate_2,dire_teammate_3,dire_teammate_4
7915486718,True,842,0,4,52,7,2,138,35,45,87,121,101,43,86,22
7915483316,True,417,0,22,21,3,99,32,20,31,3,86,28,63,131,64
7915481901,True,1082,7,22,75,5,90,73,111,19,10,39,71,1,49,33
7915477305,True,1321,7,22,61,3,21,123,35,16,74,138,47,100,90,56
7915476818,False,1316,7,22,54,2,87,40,17,54,56,70,128,73,64,36
7915475900,True,1292,7,22,71,6,93,51,37,9,28,21,25,84,23,101
7915475700,False,1408,7,22,41,3,27,46,53,70,29,88,123,10,113,104
7915475108,True,1347,7,22,44,4,35,44,7,76,37,131,123,104,42,52
7915474416,True,1465,7,22,41,5,6,33,31,14,35,106,104,74,53,64
7915474003,True,1493,7,22,21,3,2,131,54,26,11,21,14,102,23,93
7915473018,True,1510,0,4,41,4,2,49,39,128,110,112,45,35,23,9
7915472617,True,1509,7,22,54,3,75,12,113,26,110,48,69,90,84,14
7915471808,False,1694,0,4,44,2,39,42,50,12,6,63,35,43,20,40
7915471709,True,1621,7,22,55,4,108,30,123,17,83,131,71,27,70,25
7915471604,True,1641,7,22,63,5,84,121,17,18,94,21,28,22,70,100
7915471500,False,1630,7,22,43,3,9,73,93,131,56,84,68,101,70,104
7915470819,False,1740,0,4,22,2,42,7,93,6,35,53,49,2,10,3
7915470800,True,1677,0,22,45,3,94,4,8,5,35,95,62,26,14,114
7915470504,False,1673,7,22,21,5,44,137,123,104,75,62,50,11,38,84
7915470016,True,1539,7,22,22,2,64,44,27,28,113,121,51,26,73,46
7915469505,True,1520,0,22,31,5,69,31,120,131,46,53,84,23,110,70
7915468808,True,1648,7,22,43,4,86,92,131,26,94,54,107,85,76,55
7915468213,True,1555,7,22,64,8,53,74,113,87,7,61,84,58,1,85
7915468202,False,1552,7,22,61,7,45,99,11,131,42,104,70,26,126,68
7915468018,True,1672,7,22,41,4,8,17,60,91,21,39,25,84,71,114
7915468009,False,1698,7,22,54,7,128,50,87,63,96,13,43,41,30,21
7915468005,True,1651,7,22,63,4,40,42,71,84,14,79,37,102,38,22
7915467908,False,1802,7,22,44,2,26,75,70,121,104,131,57,96,44,22
7915467907,True,1833,0,22,53,7,32,31,75,105,108,110,21,20,73,39
7915467904,True,1558,7,22,51,2,136,7,70,49,53,100,44,123,50,93
7915467702,True,1780,7,22,41,3,40,50,44,42,16,136,11,1,33,102
7915467619,True,1730,7,22,51,5,40,120,54,55,14,44,30,48,51,37
7915467419,False,1601,7,22,53,6,44,2,62,86,46,25,113,104,41,26
7915467113,True,1704,7,22,51,5,34,37,13,108,11,109,75,14,42,131
7915467103,False,1610,0,22,23,2,63,8,41,22,28,56,73,131,44,69
7915467000,True,1663,7,22,41,5,97,5,7,15,35,11,129,72,1,84
7915466803,False,1901,7,22,44,7,88,8,99,35,87,26,84,2,131,109
7915466802,False,1585,0,22,45,7,9,68,21,87,48,35,39,85,95,131
7915466500,False,1851,7,22,63,9,96,48,86,126,20,112,113,19,123,62
7915466408,True,1824,7,22,13,2,5,101,104,27,11,31,87,93,8,99
7915466312,True,1906,7,22,32,5,31,36,26,21,2,11,95,27,7,20
7915466219,True,1646,7,22,55,2,21,64,46,63,14,98,86,128,10,131
7915466216,True,1495,7,22,41,7,37,102,131,44,60,80,30,41,64,96
7915466205,True,1800,7,22,51,6,64,120,6,50,137,93,131,87,2,98
7915466018,True,1706,7,22,44,4,70,22,104,131,37,35,110,84,48,73
7915466002,True,1847,0,22,42,5,20,93,85,87,136,6,114,39,131,86
7915465616,True,1834,0,4,64,5,73,49,95,128,40,54,26,28,14,131
7915465508,True,1636,0,22,51,4,2,75,99,131,53,44,62,35,22,7
7915465507,False,1909,7,22,41,3,5,9,41,131,21,35,8,57,101,54
